Tree_code,Species,Year,size,Ca,d13Catm,d13Ccorr,Ci,IWUE,d13Craw,discr,Ci/Ca,Ca-Ci,Extant_DBH,Growth ,Month,PRCP,TAVG,TMIN,TMAX
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,10,142,27.6,23.7,31.5
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,3,0,31.8,25,38.6
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,9,174,28.6,24.3,32.8
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,8,106,28.9,24.6,33.1
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,11,21,27.3,22.3,32.2
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,12,0,24.2,17.4,30.9
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,2,0,27.3,19.9,34.7
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,7,179,28.8,24.4,33.2
ax048,Afzelia_xylocarpa,1960,27,316.8,-6.9,-25.07051143,200.0397355,72.97516533,-25.57051143,18.67051143,0.631438559,116.7602645,65.76418664,32.96761446,1,1,25.9,18.9,32.9
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,6,154,29.7,24.6,34.7
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,5,64,31.5,25.7,37.2
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,4,45,33,26.7,39.3
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,10,142,27.6,23.7,31.5
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,3,0,31.8,25,38.6
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,9,174,28.6,24.3,32.8
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,8,106,28.9,24.6,33.1
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,11,21,27.3,22.3,32.2
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,12,0,24.2,17.4,30.9
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,2,0,27.3,19.9,34.7
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,7,179,28.8,24.4,33.2
ax022,Afzelia_xylocarpa,1960,8,316.8,-6.9,-25.58060391,207.1900584,68.50621351,-26.08060391,19.18060391,0.654009023,109.6099416,65.47741344,10.19068689,1,1,25.9,18.9,32.9
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,4,56,32.2,25.8,38.6
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,9,169,27.6,23.6,31.7
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,10,190,27,23,31.1
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,11,0,26.6,21.7,31.5
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,12,13,25.1,18.6,31.7
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,2,31,28.7,22.6,34.8
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,5,195,29.3,24.9,33.8
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,6,139,28.6,24.3,32.9
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,3,7,30.8,23.8,37.7
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,8,93,28,23.8,32.2
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,7,163,28.3,23.9,32.7
ax026,Afzelia_xylocarpa,1961,8,317.5,-6.9,-25.17045082,201.8857582,72.2589011,-25.67045082,18.77045082,0.635860656,115.6142418,36.1285888,3.840937409,1,0,24.2,16.6,31.8
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,4,56,32.2,25.8,38.6
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,9,169,27.6,23.6,31.7
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,10,190,27,23,31.1
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,11,0,26.6,21.7,31.5
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,12,13,25.1,18.6,31.7
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,2,31,28.7,22.6,34.8
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,5,195,29.3,24.9,33.8
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,6,139,28.6,24.3,32.9
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,3,7,30.8,23.8,37.7
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,8,93,28,23.8,32.2
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,7,163,28.3,23.9,32.7
ax100,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.73240401,195.731782,76.10513627,-25.23240401,18.33240401,0.616478053,121.768218,66.21548715,15.97726989,1,0,24.2,16.6,31.8
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,4,56,32.2,25.8,38.6
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,9,169,27.6,23.6,31.7
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,10,190,27,23,31.1
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,11,0,26.6,21.7,31.5
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,12,13,25.1,18.6,31.7
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,2,31,28.7,22.6,34.8
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,5,195,29.3,24.9,33.8
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,6,139,28.6,24.3,32.9
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,3,7,30.8,23.8,37.7
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,8,93,28,23.8,32.2
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,7,163,28.3,23.9,32.7
ax097,Afzelia_xylocarpa,1961,8,317.5,-6.9,-23.11045485,172.9455493,90.34653166,-23.61045485,16.71045485,0.544710392,144.5544507,54.17466716,12.93356694,1,0,24.2,16.6,31.8
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,4,56,32.2,25.8,38.6
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,9,169,27.6,23.6,31.7
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,10,190,27,23,31.1
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,11,0,26.6,21.7,31.5
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,12,13,25.1,18.6,31.7
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,2,31,28.7,22.6,34.8
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,5,195,29.3,24.9,33.8
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,6,139,28.6,24.3,32.9
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,3,7,30.8,23.8,37.7
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,8,93,28,23.8,32.2
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,7,163,28.3,23.9,32.7
ax090,Afzelia_xylocarpa,1961,8,317.5,-6.9,-24.41968723,191.3385263,78.85092103,-24.91968723,18.01968723,0.602641028,126.1614737,64.67513813,9.635089241,1,0,24.2,16.6,31.8
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,7,150,28.3,24.3,32.4
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,9,261,28.4,24.2,32.5
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,10,297,27.7,23.6,31.8
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,11,115,27.3,22.7,31.8
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,5,13,33.4,26.9,39.9
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,3,3,30.2,23.6,36.8
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,6,159,30.2,25.5,34.8
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,12,2,24.7,18.6,30.9
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,8,209,28.5,24.2,32.8
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,1,0,21.7,13.9,29.6
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,2,0,27.4,20.7,34
ax096,Afzelia_xylocarpa,1963,27,318.8,-6.95,-23.55471148,179.9204434,86.79972287,-24.10471148,17.15471148,0.564367765,138.8795566,73.95453889,64.00571819,4,27,32.2,25.6,38.5
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,7,150,28.3,24.3,32.4
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,9,261,28.4,24.2,32.5
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,10,297,27.7,23.6,31.8
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,11,115,27.3,22.7,31.8
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,5,13,33.4,26.9,39.9
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,3,3,30.2,23.6,36.8
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,6,159,30.2,25.5,34.8
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,12,2,24.7,18.6,30.9
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,8,209,28.5,24.2,32.8
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,1,0,21.7,13.9,29.6
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,2,0,27.4,20.7,34
ax080,Afzelia_xylocarpa,1963,8,318.8,-6.95,-24.84874709,198.1743615,75.39102403,-25.39874709,18.44874709,0.621625977,120.6256385,59.89262329,18.02325183,4,27,32.2,25.6,38.5
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,8,185,28.7,24.4,33.1
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,11,6,25.1,20.8,29.4
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,3,26,30.2,23.3,37.2
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,12,6,23.4,17.7,29.2
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,2,4,27.5,20.4,34.7
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,7,249,28.8,23.9,33.6
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,6,94,29.5,24.6,34.2
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,9,437,28.2,24.1,32.3
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,1,3,26.3,18.6,33.9
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,10,158,27.9,24.1,31.7
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,5,162,29.6,25,34.1
ax019,Afzelia_xylocarpa,1964,27,319.4,-6.98,-22.68543731,167.9738353,94.64135294,-23.26543731,16.28543731,0.525904306,151.4261647,77.33791874,29.83595076,4,136,32.2,25.7,38.3
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,8,185,28.7,24.4,33.1
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,11,6,25.1,20.8,29.4
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,3,26,30.2,23.3,37.2
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,12,6,23.4,17.7,29.2
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,2,4,27.5,20.4,34.7
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,7,249,28.8,23.9,33.6
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,6,94,29.5,24.6,34.2
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,9,437,28.2,24.1,32.3
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,1,3,26.3,18.6,33.9
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,10,158,27.9,24.1,31.7
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,5,162,29.6,25,34.1
ax053,Afzelia_xylocarpa,1964,8,319.4,-6.98,-25.84277645,212.5956991,66.75268807,-26.42277645,19.44277645,0.665609578,106.8043009,32.23277971,2.1318207,4,136,32.2,25.7,38.3
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,5,136,30.1,25.2,35.1
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,8,226,28.9,24.5,33.4
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,4,51,32.1,26,38.2
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,3,18,31.2,24.4,38.1
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,11,133,26.4,21.5,31.3
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,1,51,26.5,20.1,32.9
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,9,157,27.9,23.8,32
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,7,106,29.3,24.7,33.8
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,10,335,28,24,32
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,2,22,28.6,22.6,34.6
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,6,122,29.5,24.7,34.4
ax060,Afzelia_xylocarpa,1966,8,321.2,-7.03,-26.12182414,217.7597306,64.65016836,-26.75182414,19.72182414,0.67795682,103.4402694,55.74845364,7.746754812,12,61,26.2,20.7,31.6
ax049,Afzelia_xylocarpa,1966,8,321.2,-7.03,-23.13006628,175.2397031,91.22518556,-23.76006628,16.73006628,0.545578154,145.9602969,37.37280528,9.805415918,5,136,30.1,25.2,35.1
ax049,Afzelia_xylocarpa,1966,8,321.2,-7.03,-23.13006628,175.2397031,91.22518556,-23.76006628,16.73006628,0.545578154,145.9602969,37.37280528,9.805415918,8,226,28.9,24.5,33.4
ax049,Afzelia_xylocarpa,1966,8,321.2,-7.03,-23.13006628,175.2397031,91.22518556,-23.76006628,16.73006628,0.545578154,145.9602969,37.37280528,9.805415918,4,51,32.1,26,38.2
ax049,Afzelia_xylocarpa,1966,8,321.2,-7.03,-23.13006628,175.2397031,91.22518556,-23.76006628,16.73006628,0.545578154,145.9602969,37.37280528,9.805415918,3,18,31.2,24.4,38.1
ax049,Afzelia_xylocarpa,1966,8,321.2,-7.03,-23.13006628,175.2397031,91.22518556,-23.76006628,16.73006628,0.545578154,145.9602969,37.37280528,9.805415918,11,133,26.4,21.5,31.3
ax049,Afzelia_xylocarpa,1966,8,321.2,-7.03,-23.13006628,175.2397031,91.22518556,-23.76006628,16.73006628,0.545578154,145.9602969,37.37280528,9.805415918,1,51,26.5,20.1,32.9
